fecha,texto,emocion
2020-02-11,No soporto cuando me ignoraron en la reunión.,enojo
2024-04-29,Me siento abatido desde que terminó nuestra relación.,tristeza
2022-08-24,Tengo miedo de que fracase.,ansiedad
2020-05-06,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-05-07,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2022-09-04,Mi vecino me hizo sentir indignado al hablar en público.,enojo
2023-08-17,Necesito organizarme mejor pero me falta energía.,estrés
2020-11-27,Estoy exasperado porque me criticaron sin razón.,enojo
2021-11-26,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-07-25,Entre el cuidado de los niños y los quehaceres domésticos no puedo relajarme.,estrés
2021-01-30,Experimenté una conversación significativa siempre me llena de energía.,felicidad
2022-03-24,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2021-06-23,Hoy logré una conversación significativa y me siento entusiasmado.,felicidad
2022-12-08,Hoy disfruté una caminata al aire libre y me siento eufórico.,felicidad
2020-04-24,Un desconocido me hizo sentir frustrado al tomar decisiones.,enojo
2023-05-13,Entre el cuidado de los niños y los quehaceres domésticos no puedo dormir bien.,estrés
2021-12-28,Estoy resentido porque no cumplieron su promesa.,enojo
2024-07-16,Qué entusiasmado día para un tiempo con mi familia.,felicidad
2023-04-28,Hoy descubrí un momento de paz y me siento agradecido.,felicidad
2023-07-21,Tengo miedo de que pierda el control.,ansiedad
2021-08-02,Tengo miedo de que todo salga mal.,ansiedad
2021-05-27,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2023-12-03,Mi familiar me hizo sentir irritado al confrontar a alguien.,enojo
2022-03-31,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2020-12-30,Me siento abatido desde que perdí mi trabajo.,tristeza
2022-03-04,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-09-13,Compartí una caminata al aire libre siempre me llena de energía.,felicidad
2020-03-24,Tengo miedo de que me juzguen!,ansiedad
2023-04-11,Un desconocido me hizo sentir exasperado al hablar en público.,enojo
2020-03-14,Mi mente no deja de pensar en la situación económica!,ansiedad
2021-07-17,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-04-27,Me siento desanimado desde que perdí mi trabajo.,tristeza
2022-01-22,El ruido constante me tiene al límite.,estrés
2023-04-19,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2020-01-30,El ruido constante me tiene al límite.,estrés
2023-11-21,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2021-12-10,Hoy descubrí un logro personal y me siento pleno...,felicidad
2024-11-12,Tengo miedo de que pierda el control.,ansiedad
2021-08-11,Qué optimista día para un logro personal.,felicidad
2022-07-02,Hoy experimenté un logro personal y me siento eufórico.,felicidad
2020-04-07,Necesito delegar tareas pero no me escuchan.,estrés
2023-12-21,El plazos ajustados me tiene al límite.,estrés
2024-03-24,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-07-17,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2022-11-08,Estoy frustrado porque me ignoraron en la reunión.,enojo
2024-10-24,No puedo hablar en público sin sentir temblores.,ansiedad
2022-04-23,Hoy experimenté una caminata al aire libre y me siento entusiasmado.,felicidad
2020-02-14,Me siento vacío desde que mudaron lejos.,tristeza
2020-06-09,Tengo miedo de que me juzguen.,ansiedad
2020-03-07,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2024-04-16,No soporto cuando no cumplieron su promesa.,enojo
2022-10-12,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2022-09-19,Me siento vacío desde que mudaron lejos.,tristeza
2022-11-07,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2024-07-17,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-08-08,El plazos ajustados me tiene al límite.,estrés
2023-11-16,Tengo miedo de que me juzguen.,ansiedad
2023-03-25,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2024-06-18,Logré una conversación significativa siempre me alegra.,felicidad
2023-01-16,Tengo miedo de que pierda el control.,ansiedad
2020-02-15,Mi vecino me hizo sentir indignado al tomar decisiones.,enojo
2020-06-27,Mi vecino me hizo sentir resentido al confrontar a alguien.,enojo
2024-08-24,Necesito pedir ayuda pero no me escuchan.,estrés
2021-03-12,Hoy descubrí una caminata al aire libre y me siento pleno.,felicidad
2021-03-09,Hoy compartí un logro personal y me siento eufórico.,felicidad
2024-01-22,No puedo tomar decisiones sin sentir temblores.,ansiedad
2022-12-18,El jefe exigente me tiene al límite...,estrés
2023-07-19,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2022-11-18,Experimenté un logro personal siempre me da paz.,felicidad
2022-10-03,Qué eufórico día para una caminata al aire libre.,felicidad
2021-05-23,Necesito pedir ayuda pero no tengo tiempo.,estrés
2024-03-09,Descubrí una conversación significativa siempre me motiva.,felicidad
2021-04-04,Disfruté un momento de paz siempre me llena de energía.,felicidad
2021-04-16,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2024-03-30,Qué eufórico día para un tiempo con mi familia.,felicidad
2021-04-07,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2024-01-03,Disfruté un logro personal siempre me da paz.,felicidad
2021-10-19,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-06-03,No soporto cuando no cumplieron su promesa.,enojo
2024-10-05,Compartí un momento de paz siempre me llena de energía!,felicidad
2022-11-01,Un peso en el pecho cuando escucho esa canción.,tristeza
2023-03-01,El plazos ajustados me tiene al límite.,estrés
2020-01-15,No soporto cuando me ignoraron en la reunión.,enojo
2023-11-04,El jefe exigente me tiene al límite.,estrés
2022-06-25,Necesito pedir ayuda pero no me escuchan.,estrés
2021-11-22,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-07-28,Estoy frustrado porque me ignoraron en la reunión.,enojo
2021-10-05,Estoy indignado porque me ignoraron en la reunión.,enojo
2020-06-07,Un desconocido me hizo sentir frustrado al tomar decisiones.,enojo
2020-08-20,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2021-05-05,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-05-20,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2020-05-12,Entre los estudios y las deudas no puedo concentrarme.,estrés
2021-11-26,El jefe exigente me tiene al límite.,estrés
2021-05-13,Entre el cuidado de los niños y los quehaceres domésticos no puedo relajarme.,estrés
2023-06-18,Necesito un descanso pero no me escuchan.,estrés
2023-03-02,Hoy disfruté una caminata al aire libre y me siento eufórico.,felicidad
2023-07-27,Descubrí una caminata al aire libre siempre me alegra.,felicidad
2024-03-18,Qué entusiasmado día para una conversación significativa.,felicidad
2021-07-16,Necesito un descanso pero no tengo tiempo.,estrés
2022-10-22,El tráfico me tiene al límite.,estrés
2021-02-21,Un desconocido me hizo sentir exasperado al tomar decisiones.,enojo
2021-01-21,Tengo miedo de que fracase.,ansiedad
2023-10-05,Me siento desolado desde que terminó nuestra relación.,tristeza
2020-02-28,Estoy irritado porque me ignoraron en la reunión.,enojo
2020-10-28,Estoy frustrado porque rompieron mis pertenencias.,enojo
2022-08-22,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2022-05-10,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2020-10-01,Tengo miedo de que me juzguen.,ansiedad
2021-05-27,Qué agradecido día para un tiempo con mi familia.,felicidad
2022-06-21,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-06-11,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2023-05-14,Qué eufórico día para una conversación significativa.,felicidad
2020-03-07,No puedo tomar decisiones sin sentir mareos.,ansiedad
2024-12-15,El plazos ajustados me tiene al límite.,estrés
2020-09-19,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2023-07-31,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-05-16,No puedo dejar de pensar en rompieron mis pertenencias!,tristeza
2022-06-20,Hoy logré un momento de paz y me siento pleno.,felicidad
2023-09-22,No puedo tomar decisiones sin sentir sudores fríos...,ansiedad
2021-01-05,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-08-12,Una opresión en el pecho cuando escucho esa canción.,tristeza
2022-10-18,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-03-22,Tengo miedo de que fracase.,ansiedad
2022-09-28,Tengo miedo de que todo salga mal.,ansiedad
2021-05-18,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-10-04,Hoy descubrí una caminata al aire libre y me siento entusiasmado.,felicidad
2020-12-30,Una opresión en el pecho cuando escucho esa canción.,tristeza
2024-11-09,Entre el cuidado de los niños y las deudas no puedo relajarme.,estrés
2020-12-04,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2021-05-13,Experimenté una caminata al aire libre siempre me motiva.,felicidad
2020-09-26,No soporto cuando no cumplieron su promesa.,enojo
2024-07-07,Necesito un descanso pero me falta energía.,estrés
2024-02-16,Tengo miedo de que me juzguen.,ansiedad
2020-01-09,Qué optimista día para una caminata al aire libre.,felicidad
2024-11-18,Tengo miedo de que me juzguen.,ansiedad
2021-03-30,Un peso en el pecho cuando pienso en el futuro.,tristeza
2021-03-07,Hoy experimenté un tiempo con mi familia y me siento entusiasmado.,felicidad
2021-01-24,Me siento abatido desde que perdí mi trabajo.,tristeza
2024-10-17,No soporto cuando no cumplieron su promesa.,enojo
2024-04-29,El jefe exigente me tiene al límite.,estrés
2024-09-14,Mi jefe me hizo sentir indignado al tomar decisiones...,enojo
2024-05-20,Necesito delegar tareas pero no tengo tiempo.,estrés
2024-03-10,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2024-03-24,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-10-19,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2023-04-28,Necesito delegar tareas pero no tengo tiempo.,estrés
2020-05-18,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-10-01,No soporto cuando me criticaron sin razón.,enojo
2021-09-25,No soporto cuando me ignoraron en la reunión.,enojo
2021-12-04,Estoy frustrado porque rompieron mis pertenencias.,enojo
2021-02-21,Un desconocido me hizo sentir indignado al hablar en público.,enojo
2024-07-01,Estoy indignado porque me criticaron sin razón.,enojo
2022-03-25,Tengo miedo de que pierda el control.,ansiedad
2022-02-13,No soporto cuando me ignoraron en la reunión.,enojo
2022-11-27,Me siento abatido desde que perdí mi trabajo.,tristeza
2024-10-07,Necesito pedir ayuda pero me falta energía.,estrés
2021-01-18,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-02-22,Hoy descubrí un tiempo con mi familia y me siento optimista.,felicidad
2023-02-21,Me siento desolado desde que perdí mi trabajo.,tristeza
2020-06-14,No soporto cuando no cumplieron su promesa.,enojo
2024-11-07,Entre los estudios y el proyecto final no puedo priorizar.,estrés
2020-12-25,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-07-03,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-09-15,Me siento desolado desde que perdí mi trabajo.,tristeza
2024-07-24,Necesito organizarme mejor pero no tengo tiempo.,estrés
2020-06-28,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2021-11-28,Un peso en el pecho cuando pienso en el futuro.,tristeza
2023-02-25,Estoy exasperado porque me criticaron sin razón.,enojo
2023-03-21,Entre los estudios y las deudas no puedo priorizar.,estrés
2023-09-30,Qué optimista día para un logro personal.,felicidad
2020-09-04,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-06-24,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-06-23,Me siento desolado desde que perdí mi trabajo.,tristeza
2023-12-02,Qué eufórico día para un tiempo con mi familia.,felicidad
2024-10-24,Logré un logro personal siempre me alegra.,felicidad
2024-06-10,Tengo miedo de que fracase.,ansiedad
2022-10-24,Un dolor sordo en el pecho cuando recuerdo lo sucedido.,tristeza
2023-01-01,No puedo hablar en público sin sentir mareos.,ansiedad
2021-04-01,Hoy compartí una conversación significativa y me siento entusiasmado.,felicidad
2023-11-12,Experimenté una caminata al aire libre siempre me alegra.,felicidad
2021-03-05,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-03-30,Logré una caminata al aire libre siempre me motiva.,felicidad
2020-05-20,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2024-11-29,Entre el trabajo y las deudas no puedo relajarme.,estrés
2022-12-12,Qué optimista día para una caminata al aire libre.,felicidad
2020-04-05,Mi vecino me hizo sentir indignado al hablar en público.,enojo
2020-06-05,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-07-29,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-05-04,Entre el trabajo y las deudas no puedo dormir bien.,estrés
2022-07-10,Necesito delegar tareas pero no me escuchan.,estrés
2024-06-25,El jefe exigente me tiene al límite.,estrés
2024-09-19,Un desconocido me hizo sentir exasperado al tomar decisiones.,enojo
2020-01-30,Hoy compartí una caminata al aire libre y me siento optimista.,felicidad
2020-03-16,Entre los estudios y los quehaceres domésticos no puedo relajarme.,estrés
2020-12-31,No soporto cuando no cumplieron su promesa.,enojo
2024-09-06,Mi jefe me hizo sentir irritado al confrontar a alguien.,enojo
2021-07-22,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2021-03-01,Necesito pedir ayuda pero no me escuchan.,estrés
2021-12-28,No puedo tomar decisiones sin sentir temblores.,ansiedad
2021-09-14,No soporto cuando me criticaron sin razón.,enojo
2023-05-12,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-03-30,No soporto cuando no cumplieron su promesa.,enojo
2023-07-07,Necesito pedir ayuda pero me falta energía!,estrés
2024-10-21,No soporto cuando no cumplieron su promesa.,enojo
2024-03-08,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-06-14,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-08-17,Hoy disfruté un momento de paz y me siento eufórico.,felicidad
2023-12-26,Mi mente no deja de pensar en el próximo examen!,ansiedad
2020-02-19,No puedo tomar decisiones sin sentir temblores.,ansiedad
2022-02-24,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-06-06,Entre el trabajo y las deudas no puedo concentrarme.,estrés
2022-03-24,Necesito delegar tareas pero me falta energía.,estrés
2024-11-25,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2023-12-08,Qué eufórico día para una caminata al aire libre.,felicidad
2021-03-03,Estoy irritado porque rompieron mis pertenencias.,enojo
2020-02-18,Estoy exasperado porque me criticaron sin razón.,enojo
2021-12-15,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2022-08-11,Hoy descubrí un logro personal y me siento agradecido.,felicidad
2022-01-21,Mi jefe me hizo sentir frustrado al tomar decisiones.,enojo
2020-12-10,No puedo hablar en público sin sentir sudores fríos.,ansiedad
