fecha,texto,emocion
2022-03-17,Pérdida llorar solitario vacío pérdida llorar nostalgia pérdida.,tristeza
2022-09-09,Caos caos sobrecarga agobio sobrecarga presión fatiga fatiga fatiga presión fatiga.,estrés
2022-10-08,Logro risas familia logro éxito logro risas celebración celebración familia éxito logro éxito.,felicidad
2022-09-06,Mentira conflicto mentira ira ira mentira ira traición injusticia.,enojo
2025-02-08,Pérdida llorar llorar solitario solitario solitario solitario vacío nostalgia vacío solitario.,tristeza
2022-03-13,Miedo nervios incertidumbre preocupación preocupación nervios nervios nervios miedo incertidumbre miedo incertidumbre.,ansiedad
2025-01-20,Preocupación preocupación miedo miedo nervios incertidumbre preocupación presión.,ansiedad
2024-08-10,Mentira mentira ira ira conflicto traición conflicto injusticia.,enojo
2024-08-17,Logro celebración risas risas familia familia celebración familia risas logro familia éxito.,felicidad
2022-06-17,Familia logro celebración logro risas familia risas.,felicidad
2023-09-15,Conflicto ira conflicto mentira traición conflicto mentira injusticia conflicto injusticia.,enojo
2024-10-25,Presión sobrecarga presión agobio sobrecarga caos agobio presión fatiga caos presión sobrecarga presión.,estrés
2023-04-03,Presión fatiga presión sobrecarga sobrecarga presión fatiga.,estrés
2022-08-09,Ira injusticia mentira mentira conflicto ira injusticia traición traición injusticia mentira.,enojo
2024-04-07,Preocupación nervios nervios miedo miedo presión presión miedo.,ansiedad
2024-11-20,Fatiga agobio caos agobio fatiga presión presión presión caos sobrecarga agobio.,estrés
2023-09-27,Fatiga sobrecarga caos sobrecarga fatiga caos sobrecarga presión caos.,estrés
2024-06-16,Conflicto conflicto mentira traición ira conflicto conflicto ira conflicto conflicto conflicto.,enojo
2025-01-16,Ira mentira ira injusticia ira conflicto traición injusticia injusticia ira conflicto.,enojo
2022-05-01,Miedo nervios miedo nervios miedo presión.,ansiedad
2023-09-05,Incertidumbre preocupación miedo miedo miedo preocupación preocupación miedo presión.,ansiedad
2022-03-11,Solitario llorar vacío llorar pérdida solitario.,tristeza
2023-01-29,Familia risas familia logro risas éxito risas risas éxito éxito logro.,felicidad
2024-06-29,Pérdida vacío pérdida pérdida solitario solitario vacío nostalgia solitario vacío vacío vacío.,tristeza
2023-08-15,Miedo incertidumbre incertidumbre miedo presión miedo incertidumbre incertidumbre presión nervios nervios miedo incertidumbre.,ansiedad
2023-04-01,Presión sobrecarga caos caos agobio presión sobrecarga caos agobio caos sobrecarga fatiga.,estrés
2024-04-30,Ira ira conflicto traición ira traición conflicto traición.,enojo
2025-01-17,Presión sobrecarga agobio agobio caos sobrecarga agobio presión.,estrés
2023-06-02,Solitario solitario vacío llorar nostalgia pérdida nostalgia pérdida vacío pérdida vacío.,tristeza
2023-05-13,Sobrecarga fatiga presión agobio caos fatiga fatiga fatiga.,estrés
2022-06-16,Familia éxito éxito logro éxito éxito celebración celebración éxito éxito éxito celebración celebración.,felicidad
2022-07-08,Traición injusticia conflicto injusticia injusticia injusticia conflicto injusticia mentira.,enojo
2023-05-14,Preocupación miedo miedo miedo nervios preocupación preocupación nervios miedo.,ansiedad
2024-06-07,Conflicto mentira ira conflicto traición traición traición conflicto conflicto mentira.,enojo
2023-10-29,Logro risas logro celebración risas celebración.,felicidad
2022-11-20,Éxito risas familia risas éxito logro familia familia éxito celebración risas éxito éxito.,felicidad
2023-08-08,Familia logro risas logro familia familia éxito risas éxito éxito risas familia familia.,felicidad
2022-08-06,Caos agobio fatiga presión presión presión caos.,estrés
2022-07-10,Nervios incertidumbre presión miedo incertidumbre incertidumbre.,ansiedad
2022-06-15,Nostalgia vacío solitario pérdida llorar nostalgia pérdida vacío vacío llorar llorar llorar.,tristeza
2025-01-06,Familia risas familia risas logro risas éxito risas familia celebración éxito risas celebración.,felicidad
2024-01-17,Injusticia traición injusticia traición conflicto conflicto injusticia.,enojo
2023-01-18,Presión presión nervios preocupación miedo preocupación preocupación miedo incertidumbre.,ansiedad
2024-07-25,Celebración familia logro familia risas risas.,felicidad
2023-11-17,Mentira injusticia traición mentira conflicto injusticia conflicto traición conflicto mentira injusticia ira.,enojo
2024-09-07,Éxito celebración risas familia éxito risas.,felicidad
2022-06-20,Traición mentira ira injusticia traición injusticia traición injusticia ira conflicto.,enojo
2022-06-23,Mentira mentira injusticia injusticia injusticia injusticia mentira traición mentira ira mentira mentira.,enojo
2022-05-28,Pérdida vacío pérdida solitario vacío solitario vacío solitario llorar.,tristeza
2024-01-03,Sobrecarga caos presión sobrecarga caos presión caos caos caos agobio.,estrés
2024-12-12,Presión caos caos sobrecarga fatiga fatiga sobrecarga.,estrés
2024-08-22,Ira ira conflicto injusticia injusticia traición injusticia traición injusticia.,enojo
2023-03-11,Ira conflicto traición ira traición mentira conflicto.,enojo
2023-07-26,Solitario llorar pérdida vacío pérdida solitario nostalgia pérdida llorar.,tristeza
2023-04-07,Vacío nostalgia vacío solitario pérdida llorar.,tristeza
2024-09-24,Risas risas logro éxito familia celebración.,felicidad
2025-02-18,Preocupación miedo incertidumbre incertidumbre miedo presión preocupación miedo presión presión presión.,ansiedad
2024-02-22,Llorar nostalgia nostalgia nostalgia solitario vacío nostalgia.,tristeza
2024-06-18,Familia logro risas risas celebración familia celebración.,felicidad
2023-12-28,Nervios preocupación nervios miedo incertidumbre miedo nervios miedo miedo nervios preocupación incertidumbre.,ansiedad
2023-09-17,Incertidumbre presión preocupación preocupación miedo preocupación.,ansiedad
2024-07-26,Pérdida solitario pérdida pérdida llorar llorar pérdida nostalgia solitario nostalgia llorar.,tristeza
2024-03-23,Incertidumbre preocupación incertidumbre miedo incertidumbre nervios preocupación miedo presión nervios incertidumbre.,ansiedad
2023-03-31,Injusticia ira conflicto conflicto ira injusticia ira traición.,enojo
2023-12-30,Agobio agobio presión presión presión sobrecarga caos presión caos caos.,estrés
2024-07-23,Miedo incertidumbre miedo nervios presión miedo preocupación nervios nervios nervios presión.,ansiedad
2022-05-25,Injusticia ira ira mentira mentira injusticia injusticia ira ira injusticia ira.,enojo
2022-05-27,Llorar nostalgia solitario llorar nostalgia vacío solitario vacío solitario llorar nostalgia solitario.,tristeza
2022-04-28,Miedo nervios miedo nervios presión preocupación preocupación incertidumbre presión presión miedo incertidumbre preocupación.,ansiedad
2022-03-17,Llorar pérdida vacío llorar llorar solitario llorar llorar vacío vacío vacío solitario pérdida.,tristeza
2022-12-08,Pérdida pérdida solitario pérdida solitario llorar solitario llorar vacío llorar llorar nostalgia llorar.,tristeza
2024-12-17,Vacío vacío nostalgia pérdida pérdida solitario pérdida nostalgia vacío pérdida nostalgia.,tristeza
2022-03-25,Fatiga caos agobio agobio fatiga agobio agobio.,estrés
2025-02-17,Caos agobio agobio presión fatiga presión presión.,estrés
2024-12-05,Presión agobio fatiga presión presión caos sobrecarga agobio sobrecarga presión sobrecarga agobio.,estrés
2022-12-20,Familia familia logro celebración logro celebración logro éxito éxito.,felicidad
2023-11-04,Presión nervios presión nervios nervios preocupación miedo incertidumbre preocupación preocupación presión incertidumbre miedo.,ansiedad
2022-05-20,Llorar nostalgia vacío pérdida solitario llorar solitario llorar solitario.,tristeza
2024-12-05,Preocupación nervios incertidumbre incertidumbre nervios presión preocupación nervios.,ansiedad
2022-06-28,Incertidumbre incertidumbre miedo incertidumbre preocupación preocupación nervios nervios incertidumbre preocupación incertidumbre incertidumbre.,ansiedad
2024-09-23,Conflicto ira ira traición traición traición traición ira mentira mentira ira injusticia traición.,enojo
2024-07-15,Traición traición conflicto injusticia ira injusticia mentira.,enojo
2023-06-29,Traición injusticia conflicto mentira mentira injusticia mentira conflicto injusticia ira conflicto mentira injusticia.,enojo
2024-08-10,Nostalgia llorar vacío vacío llorar solitario vacío vacío vacío pérdida.,tristeza
2023-01-01,Nervios nervios nervios presión presión presión nervios presión.,ansiedad
2025-02-06,Presión fatiga presión sobrecarga sobrecarga caos agobio.,estrés
2025-01-27,Solitario llorar llorar nostalgia vacío nostalgia llorar solitario vacío pérdida nostalgia llorar.,tristeza
2024-01-16,Presión miedo preocupación incertidumbre preocupación nervios preocupación.,ansiedad
2022-06-05,Sobrecarga presión fatiga presión sobrecarga caos.,estrés
2024-02-13,Vacío llorar nostalgia pérdida pérdida solitario nostalgia llorar llorar.,tristeza
2025-02-19,Familia familia risas éxito familia familia celebración éxito éxito familia.,felicidad
2024-03-31,Éxito familia risas logro celebración familia logro celebración.,felicidad
2023-10-30,Agobio caos sobrecarga fatiga presión sobrecarga agobio agobio caos.,estrés
2023-02-24,Incertidumbre incertidumbre incertidumbre presión incertidumbre incertidumbre nervios incertidumbre incertidumbre incertidumbre miedo.,ansiedad
2023-03-09,Pérdida vacío vacío nostalgia nostalgia nostalgia nostalgia solitario pérdida pérdida llorar solitario.,tristeza
2024-08-14,Celebración celebración celebración éxito familia logro.,felicidad
2023-10-06,Traición traición traición ira traición traición.,enojo
2023-03-31,Nervios presión preocupación incertidumbre presión incertidumbre miedo preocupación presión miedo.,ansiedad
2023-12-11,Mentira traición conflicto traición mentira traición conflicto conflicto conflicto injusticia mentira traición.,enojo
2024-08-16,Mentira injusticia mentira mentira traición conflicto ira ira mentira traición conflicto.,enojo
2024-12-23,Solitario llorar llorar solitario vacío vacío nostalgia nostalgia vacío.,tristeza
2023-09-22,Presión fatiga agobio sobrecarga sobrecarga presión.,estrés
2024-05-23,Logro logro familia familia risas éxito.,felicidad
2022-11-27,Fatiga presión fatiga agobio agobio caos sobrecarga agobio sobrecarga agobio fatiga fatiga.,estrés
2023-12-01,Logro risas logro éxito logro familia familia celebración celebración familia celebración celebración.,felicidad
2024-03-15,Presión presión preocupación incertidumbre nervios presión nervios miedo miedo miedo miedo.,ansiedad
2024-02-18,Nostalgia solitario solitario llorar llorar llorar.,tristeza
2024-07-23,Conflicto injusticia ira injusticia injusticia injusticia traición ira conflicto.,enojo
2024-07-08,Traición mentira mentira mentira mentira traición conflicto ira conflicto ira.,enojo
2022-10-27,Nervios incertidumbre preocupación presión miedo miedo.,ansiedad
2025-01-17,Llorar nostalgia vacío llorar solitario vacío vacío vacío vacío nostalgia solitario nostalgia.,tristeza
2023-06-15,Sobrecarga presión sobrecarga sobrecarga caos agobio agobio agobio.,estrés
2024-09-06,Familia logro celebración logro familia familia celebración logro éxito logro celebración familia.,felicidad
2024-07-06,Conflicto traición traición mentira traición ira conflicto ira ira.,enojo
2023-01-12,Injusticia conflicto traición conflicto mentira ira conflicto ira injusticia.,enojo
2022-09-17,Familia risas celebración logro éxito celebración logro éxito logro risas.,felicidad
2022-10-08,Éxito familia risas éxito risas éxito celebración celebración logro logro éxito familia.,felicidad
2024-04-11,Éxito éxito familia logro logro éxito logro.,felicidad
2025-01-21,Familia risas risas logro éxito familia risas logro éxito celebración.,felicidad
2022-11-09,Solitario solitario llorar vacío solitario pérdida solitario vacío llorar.,tristeza
2023-07-02,Preocupación miedo incertidumbre nervios incertidumbre preocupación preocupación incertidumbre nervios.,ansiedad
2022-08-30,Vacío llorar llorar solitario nostalgia llorar.,tristeza
2024-05-18,Conflicto traición conflicto injusticia injusticia traición mentira conflicto.,enojo
2022-12-07,Fatiga presión agobio presión sobrecarga agobio presión fatiga fatiga sobrecarga.,estrés
2023-09-03,Preocupación incertidumbre nervios miedo preocupación nervios incertidumbre presión incertidumbre incertidumbre preocupación presión.,ansiedad
2024-11-26,Llorar pérdida pérdida llorar llorar nostalgia vacío pérdida vacío solitario pérdida solitario pérdida pérdida.,tristeza
2024-08-09,Celebración éxito celebración celebración logro logro logro celebración logro logro risas.,felicidad
2025-02-22,Llorar solitario solitario solitario llorar vacío llorar vacío pérdida solitario nostalgia nostalgia llorar.,tristeza
2024-04-26,Nostalgia nostalgia nostalgia vacío vacío pérdida vacío pérdida nostalgia llorar vacío.,tristeza
2024-04-17,Llorar nostalgia solitario pérdida solitario nostalgia vacío llorar vacío nostalgia nostalgia.,tristeza
2023-01-24,Sobrecarga presión caos presión fatiga sobrecarga agobio presión fatiga presión caos fatiga fatiga.,estrés
